,verb,translation,english_pos
3047,tuimelen,tumble,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3048,morren,murmur,"['n', 'n', 'n', 'n', 'v', 'v']"
3049,aardgebonden,earthbound,"['s', 's']"
3050,plattrappen,trample,"['n', 'v', 'v', 'v']"
3051,krijgen,to get,[]
3052,vastroesten,rusting,"['n', 'v', 'v', 'v']"
3053,feesten,celebrate,"['v', 'v', 'v']"
3054,puffen,puffing,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3055,herrijzen,resurrect,"['v', 'v', 'v']"
3056,toekijken,watch,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3057,ronddollen,wander around,[]
3058,druppelen,drip,"['n', 'n', 'n', 'v', 'v']"
3059,onderbrengen,to accommodate,[]
3060,pokeren,playing poker,[]
3061,inzepen,soaping,['v']
3062,veelgeprezen,critically acclaimed,[]
3063,goedvinden,approve,"['v', 'v']"
3064,bevlekken,stain,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3065,weigeren,refuse,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
3066,hozen,bailing,"['v', 'v', 'v', 'v', 'v']"
3067,bevoorrechten,privileged,"['v', 'a', 's', 's']"
3068,wuiven,wave,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
3069,bedrinken,drunken,['s']
3070,inzingen,singing,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
3071,steven,steven,[]
3072,opboksen,boxing up,[]
3073,kakken,poop,"['n', 'n', 'n', 'n']"
3074,storen,to disturb,[]
3075,inschikken,arrange,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3076,ongewassen,unwashed,"['s', 's']"
3077,voldoen,meet,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
3078,aanklikken,click,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3079,hijgen,panting,"['n', 'n', 'v', 'v']"
3080,smijten,hurl,"['n', 'v', 'v', 'v']"
3081,molesteren,molest,"['v', 'v']"
3082,sporten,sports,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
3083,neerpennen,pen down,[]
3084,neergooien,throw down,[]
3085,bevriezen,to freeze,[]
3086,kloven,chapping,['v']
3087,afblazen,blow off,[]
3088,noodzaken,necessities,"['n', 'n']"
3089,onbezonnen,rash,"['n', 'n', 's', 's']"
3090,verdrijven,expel,"['v', 'v', 'v', 'v']"
3091,nadenken,to think,[]
3092,personeelszaken,human resource department,[]
3093,afzeggen,cancel,"['n', 'v', 'v', 'v', 'v', 'v']"
3094,spietsen,impale,"['v', 'v']"
3095,meeslepen,carried away,[]
3096,herontdekken,rediscover,['v']
3097,geren,ren,[]
3098,stofzuigen,vacuuming,['v']
3099,verdrukken,oppress,"['v', 'v']"
3100,krimpen,shrink,"['n', 'v', 'v', 'v', 'v', 'v']"
3101,meedragen,to carry,[]
3102,aanrommelen,mess around,[]
3103,rodelen,sledding,"['n', 'n', 'v']"
3104,zeegroen,sea green,[]
3105,maskeren,masking,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
3106,besneden,circumcised,"['v', 'v']"
3107,believen,please,"['v', 'v', 'v', 'r']"
3108,liefkozen,caress,"['n', 'v']"
3109,tanken,to fuel,[]
3110,toevoegen,add,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
3111,indammen,damming,['v']
3112,dienstwapen,service weapon,[]
3113,verhuren,rent out,[]
3114,dollen,fool around,[]
3115,beheksen,bewitch,"['v', 'v', 'v']"
3116,behoeden,protect,"['v', 'v']"
3117,afbreken,to break down,[]
3118,plaatsvinden,take place,[]
3119,sprenkelen,sprinkle,"['n', 'n', 'v', 'v', 'v', 'v']"
3120,struikelen,to trip,[]
3121,examen,exam,['n']
3122,jodelen,yodeling,"['n', 'v']"
3123,koken,Cook,"['n', 'n', 'v', 'v', 'v', 'v', 'v']"
3124,stoten,bumping,"['v', 'v', 'v', 'v', 'v']"
3125,optekenen,record,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
3126,bedreigen,threaten,"['v', 'v', 'v']"
3127,verderven,to destroy,[]
3128,benadelen,disadvantage,"['n', 'v']"
3129,ontgroeien,outgrow,"['v', 'v']"
3130,aanduiden,indicate,"['v', 'v', 'v', 'v', 'v']"
3131,omhelzen,embrace,"['n', 'n', 'n', 'v', 'v', 'v']"
3132,geschieden,occur,"['v', 'v', 'v']"
3133,overheersen,dominate,"['v', 'v', 'v', 'v', 'v']"
3134,slachten,slaughter,"['n', 'n', 'n', 'v', 'v']"
3135,beladen,loaded,"['v', 'v', 'v', 'v', 'v', 's', 'a', 's', 's', 's']"
3136,toelaten,permit,"['n', 'n', 'n', 'v', 'v', 'v']"
3137,trappelen,kicking,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3138,oestrogeen,estrogen,['n']
3139,ongelogen,incredulous,['a']
3140,vrijgeven,release,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3141,opwarmen,warm up,[]
3142,maanden,months,"['n', 'n']"
3143,kappen,hack,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3144,vrouwenkleren,women's clothes,[]
3145,vasten,fasting,"['n', 'v', 'v']"
3146,interviewen,interview,"['n', 'n', 'v', 'v', 'v']"
3147,herbeginnen,start over,[]
3148,afschminken,paint off,[]
3149,onbewogen,unmoved,"['a', 's']"
3150,verlegen,shy,"['n', 'v', 'v', 'a', 's', 's']"
3151,watermeloen,watermelon,"['n', 'n']"
3152,nationaliseren,nationalize,"['v', 'v']"
3153,wegblazen,blow away,[]
3154,benaderen,to approach,[]
3155,treuzelen,dawdle,"['v', 'v', 'v']"
3156,meevoelen,empathize,['v']
3157,kronkelen,squirm,"['n', 'v']"
3158,afwerken,finish off,[]
3159,rijpen,ripen,"['v', 'v']"
3160,hooggeboren,highborn,['s']
3161,vergeven,to forgive,[]
3162,schuilhouden,hide,"['n', 'n', 'v', 'v', 'v', 'v']"
3163,aflebberen,to fade away,[]
3164,knarsen,crunch,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
3165,ongebroken,unbroken,"['a', 's', 'a', 'a', 'a']"
3166,dicteren,dictate,"['n', 'n', 'v', 'v', 'v']"
3167,overgieten,pour over,[]
3168,wegvallen,fall away,[]
3169,heenrijden,drive out,[]
3170,besloten,private,"['n', 'a', 's', 's', 's']"
3171,afkluiven,chewing,"['n', 'v']"
3172,opzouten,piss off,[]
3173,meeliften,piggybacking,"['v', 'v', 'v', 'v', 'v']"
3174,converseren,converse,"['n', 'v', 's', 's']"
3175,proosten,toast,"['n', 'n', 'n', 'n', 'v', 'v']"
3176,verliezen,to lose,[]
3177,introduceren,to introduce,[]
3178,rippen,rip,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3179,betwisten,dispute,"['n', 'n', 'v', 'v']"
3180,kastijden,chastise,['v']
3181,rondvertellen,tell around,[]
3182,benemen,take,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3183,toehoren,hear,"['v', 'v', 'v', 'v', 'v']"
3184,soldatenleven,soldier life,[]
3185,obsceen,obscene,"['s', 's', 's']"
3186,kopen,to buy,[]
3187,wen,wen,['n']
3188,leugen,lie,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3189,aanspannen,Tighten,"['v', 'v', 'v', 'v']"
3190,alfabetiseren,alphabetize,"['v', 'v']"
3191,afwissen,wipe,"['n', 'v']"
3192,wereldkampioen,world champion,[]
3193,opschrikken,startle,"['n', 'v', 'v']"
3194,klappen,clap,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3195,inslapen,to fall asleep,[]
3196,stempelen,stamping,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3197,frustreren,frustrate,"['v', 'v']"
3198,tegemoetkomen,cater to,[]
3199,tekortkomen,fall short,[]
3200,bedriegen,to cheat,[]
3201,velen,many,['a']
3202,dienen,serve,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3203,verdagen,adjourn,"['v', 'v']"
3204,sneeuwen,to snow,[]
3205,steigeren,prance,"['n', 'v', 'v', 'v', 'v']"
3206,bevredigen,to satisfy,[]
3207,collecteren,collect,"['n', 'v', 'v', 'v', 'v', 'v', 's', 'r']"
3208,vooruitkomen,get ahead,[]
3209,levensteken,life sign,[]
3210,overstijgen,transcend,"['v', 'v']"
3211,bestemmen,destiny,"['n', 'n', 'n']"
3212,schitteren,to shine,[]
3213,stomdronken,shitfaced,[]
3214,ophouden,cease,"['n', 'v', 'v']"
3215,vastnemen,take hold,[]
3216,wegcijferen,efface,"['v', 'v', 'v']"
3217,onthoofden,behead,['v']
3218,beteugelen,curb,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3219,heffen,lift,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3220,opheffen,cancel,"['n', 'v', 'v', 'v', 'v', 'v']"
3221,openspringen,pop open,[]
3222,mixen,to blend,[]
3223,vastbijten,bite down,[]
3224,rammen,rams,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3225,verwerken,processing,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3226,klaarkomen,cum,['n']
3227,sussen,appease,"['v', 'v', 'v']"
3228,afschepen,fob off,[]
3229,aanlengen,to lengthen,[]
3230,afvriezen,freeze,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3231,ongeladen,unloaded,"['v', 'v', 'a']"
3232,aanleggen,mooring,"['n', 'n', 'v', 'v', 'v']"
3233,lichtbaken,beacon of light,[]
3234,verstuiken,sprain,"['n', 'v']"
3235,influisteren,whisper,"['n', 'n', 'v']"
3236,wegglippen,sneaking out,[]
3237,doorzakken,sag,"['n', 'v', 'v']"
3238,kwaadspreken,speak ill,[]
3239,ontvangen,received,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's']"
3240,persen,pressing,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
3241,verscheuren,tear up,[]
3242,deppen,dab,"['n', 'n', 'v', 'v']"
3243,verorberen,devour,"['v', 'v', 'v', 'v']"
3244,herstarten,Restarting,"['v', 'v']"
3245,verroeren,to move,[]
3246,genoegen,pleasure,"['n', 'n', 'n', 'n', 'n']"
3247,ontkleden,undress,"['n', 'v', 'v']"
3248,moduleren,modulate,"['v', 'v', 'v', 'v', 'v']"
3249,verkopen,to sell,[]
3250,opentrekken,pull open,[]
3251,kruitsporen,powder spores,[]
3252,verwaaien,blow away,[]
3253,demonteren,disassemble,['v']
3254,doordraven,run through,[]
3255,binnenlopen,walk in,[]
3256,varken,pig,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
3257,barsten,burst,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3258,verguizen,malign,"['v', 'a', 's']"
3259,loensen,squinting,"['v', 'v', 'v', 's']"
3260,verbeuren,forfeit,"['n', 'n', 'n', 'v', 's']"
3261,hernieuwen,renew,"['v', 'v']"
3262,wankelen,falter,"['n', 'v', 'v', 'v', 'v']"
3263,afbijten,bite off,[]
3264,leidinggeven,to lead,[]
3265,schoolkleren,school clothes,[]
3266,flikflooien,cops,"['n', 'v', 'v']"
3267,zwaardvechten,sword fighting,[]
3268,klemzetten,lock,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3269,beplanten,planting,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
3270,overlijden,passing away,[]
3271,meisjeskleren,girls clothes,[]
3272,tarten,defy,"['v', 'v', 'v']"
3273,demonstreren,demonstrate,"['v', 'v', 'v', 'v']"
3274,regelen,arrange for,[]
3275,omvatten,include,"['v', 'v', 'v', 'v']"
3276,zweven,float,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3277,sluipen,to sneak,[]
3278,blaffen,bark,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
3279,wegwandelen,walk away,[]
3280,verrijzen,arise,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3281,janken,whine,"['n', 'v', 'v', 'v', 'v']"
3282,verbuigen,bend,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
3283,arbeidsverleden,employment history,[]
3284,steken,stabbing,"['v', 'v', 'v', 's', 's']"
3285,opstijgen,to take off,[]
3286,middenwesten,midwest,['n']
3287,rationaliseren,rationalize,"['v', 'v', 'v', 'v', 'v']"
3288,ontsporen,derail,"['v', 'v']"
3289,pruimen,plums,"['n', 'n', 'n']"
3290,financieren,finance,"['n', 'n', 'n', 'v', 'v']"
3291,afschrijven,write off,[]
3292,liften,hitchhike,['v']
3293,smokkelen,smuggle,['v']
3294,grootbrengen,raise,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3295,balsemen,embalming,['v']
3296,uitpersen,squeeze out,[]
3297,intekenen,sign up,[]
3298,ophitsen,incite,"['v', 'v', 'v']"
3299,verzinnen,invent,"['v', 'v']"
3300,ademen,to breathe,[]
3301,misnoegen,displeasure,['n']
3302,inblazen,blowing in,[]
3303,beuken,beech,"['n', 'n']"
3304,doodschrikken,scare to death,[]
3305,kneden,kneading,"['v', 'v']"
3306,uilskuiken,owl chick,[]
3307,weerzien,see again,[]
3308,zaklantaren,flashlights,['n']
3309,wraken,revenge,"['n', 'v']"
3310,lezen,read,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3311,overkomen,happen,"['v', 'v', 'v', 'v', 'v']"
3312,afrukken,jerk off,[]
3313,ontwaken,awakening,"['n', 'v', 'v', 'v']"
3314,invoegen,insert,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3315,wegvoeren,carry away,[]
3316,vergiftigen,poison,"['n', 'n', 'v', 'v', 'v', 'v', 'v']"
3317,weerhouden,withhold,"['v', 'v']"
3318,beschermen,to protect,[]
3319,gedijen,thrive,"['v', 'v']"
3320,verzachten,soften,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3321,snelwandelen,speed walking,[]
3322,kammen,to comb,[]
3323,ijzelen,icing,"['n', 'n', 'n', 'v', 'v', 'v']"
3324,afkammen,combing off,[]
3325,najagen,chase after,[]
3326,stouwen,stow,['v']
3327,afgelasten,canceled,"['v', 'v', 'v', 'v', 'v']"
3328,terugzeggen,cancel,"['n', 'v', 'v', 'v', 'v', 'v']"
3329,weesjongen,orphan boy,[]
3330,scherpstellen,focus,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
3331,achterliggen,lag behind,[]
3332,achterblijven,stay behind,[]
3333,verzwelgen,engulf,"['v', 'v']"
3334,psalmen,psalms,"['n', 'n', 'n', 'v']"
3335,verschansen,entrench,"['v', 'v', 'v']"
3336,boekhouden,accounting,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3337,brouwen,brew,"['n', 'v', 'v']"
3338,ploeteren,slog,"['v', 'v', 'v']"
3339,uitvliegen,fly out,[]
3340,schoonvegen,wipe clean,[]
3341,leegbloeden,bleeding out,[]
3342,uitwrijven,rub out,[]
3343,inlezen,read up on,[]
3344,lunchen,having lunch,[]
3345,tillen,lifting,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3346,koren,corn,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
3347,poppenkleren,doll clothes,[]
3348,rechtzetten,straighten up,[]
3349,wegkapen,hijack,"['n', 'v', 'v']"
3350,bluffen,bluffing,"['v', 'v']"
3351,wachten,to wait,[]
3352,verbruiken,consume,"['v', 'v', 'v', 'v', 'v', 'v']"
3353,inademen,inhale,"['v', 'v']"
3354,niet-roken,do not smoke,[]
3355,platgooien,flatten,"['v', 'v', 'v']"
3356,vertroosten,comfort,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
3357,maffen,goof,"['n', 'n', 'v']"
3358,uitzweten,sweating out,[]
3359,kwalificeren,qualify,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3360,bijknippen,trim,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 's', 's']"
3361,vastzitten,be stuck,[]
3362,kantelen,tilt,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3363,opschonen,clean up,[]
3364,creperen,to die,[]
3365,bezingen,sing,"['v', 'v', 'v', 'v', 'v']"
3366,openvallen,fall open,[]
3367,doordenken,think through,[]
3368,imponeren,impress,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3369,bedruipen,basting,"['n', 'n', 'v', 'v', 'v']"
3370,rijmen,rhyme,"['n', 'n', 'v', 'v']"
3371,riskeren,risk,"['n', 'n', 'n', 'n', 'v', 'v']"
3372,uitjouwen,jeer,"['n', 'v']"
3373,pletten,crush,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3374,uitbaten,exploit,"['n', 'v', 'v', 'v']"
3375,verwelkomen,to welcome,[]
3376,rookten,smoked,"['v', 'v', 's']"
3377,inhakken,hack,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3378,wegwerpen,throw away,[]
3379,verklappen,reveal,"['v', 'v', 'v']"
3380,zwarthemden,black shirts,[]
3381,mekkeren,bleating,"['v', 'v']"
3382,racen,to race,[]
3383,declareren,declare,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3384,batten,batten,"['n', 'n', 'v', 'v']"
3385,ruiten,windows,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
3386,arriveren,arrive,"['v', 'v']"
3387,stigmatiseren,stigmatize,"['v', 'v']"
3388,rechthouden,keep straight,[]
3389,rangschikken,arrange,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3390,pingpongen,ping pong,[]
3391,vrijkopen,ransom,"['n', 'n', 'n', 'v']"
3392,nodigen,invite,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3393,voetjevrijen,feet free,[]
3394,uitdraaien,print out,[]
3395,lopen,walk,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3396,omdraaien,turn around,[]
3397,kalligraferen,calligraphy,['n']
3398,uitgroeien,grow out,[]
3399,schooien,kicking,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3400,uitrekenen,calculate,"['v', 'v', 'v', 'v', 'v', 'v']"
3401,ombrengen,kill,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3402,voeren,feed,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3403,afschermen,shielding,"['n', 'n', 'n', 'v', 'v']"
3404,bankdrukken,bench press,[]
3405,lonen,wages,"['n', 'n', 'v', 'v']"
3406,motorrijden,motorcycling,"['n', 'v']"
3407,hoeven,hooves,"['n', 'n']"
3408,lullen,dicks,"['n', 'n']"
3409,belazeren,cheating,"['n', 'v', 'v', 'v', 'v', 's', 's']"
3410,drukken,to press,[]
3411,aanmeren,mooring,"['n', 'n', 'v', 'v', 'v']"
3412,eten,food,"['n', 'n', 'n']"
3413,uitrazen,rage out,[]
3414,wegzuigen,suck away,[]
3415,uithakken,carve out,[]
3416,bijpraten,catch up,[]
3417,loven,praise,"['n', 'n', 'v']"
3418,flauwvallen,pass out,[]
3419,opdweilen,mop up,[]
3420,overweldigen,overwhelm,"['v', 'v', 'v', 'v']"
3421,amuseren,to have fun,[]
3422,trotseren,to defy,[]
3423,uitgieten,pour,"['v', 'v', 'v', 'v', 'v', 'v']"
3424,denken,to think,[]
3425,ommezien,turn around,[]
3426,bevrijden,to free,[]
3427,verpletteren,crush,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3428,uithongeren,to starve,[]
3429,ontwapenen,disarm,"['v', 'v', 'v']"
3430,doorknippen,cut through,[]
3431,opschepen,boasting,"['n', 'v', 'v']"
3432,darren,drones,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
3433,zullen,shall,[]
3434,flirten,to flirt,[]
3435,overhandigen,hand over,[]
3436,knisperen,crackle,"['n', 'n', 'v', 'v', 'v', 's']"
3437,samplen,sample,"['n', 'n', 'n', 'v']"
3438,stadsjongen,city boy,[]
3439,suizen,whizzing,['v']
3440,kaalscheren,shave bald,[]
3441,brandmerken,branding,"['n', 'v', 'v', 'v', 'v']"
3442,traplopen,climbing stairs,[]
3443,plaatsen,place,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3444,imiteren,imitate,"['v', 'v', 'v']"
3445,vastbesloten,determined,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 'a', 's', 's', 's']"
3446,strijden,fight,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3447,neuzen,noses,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
3448,opfokken,rearing,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 's']"
3449,dutten,napping,"['v', 's']"
3450,verkennen,explore,"['v', 'v', 'v', 'v']"
3451,lastigvallen,Harassment,"['n', 'n']"
3452,bederven,spoil,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3453,verloochenen,deny,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3454,gedragen,behave,"['v', 'v', 'v']"
3455,sleepwagen,tow truck,[]
3456,werkverleden,work history,[]
3457,goeddoen,doing well,[]
3458,bijbrengen,teach,"['n', 'v', 'v']"
3459,opmeten,to measure,[]
3460,uitrusten,to rest,[]
3461,verdriedubbelen,triple,"['n', 'n', 'n', 'v', 'v', 's', 's']"
3462,knabbelen,to nibble,[]
3463,sliepen,slept,"['v', 'v']"
3464,overwinnen,overcome,"['v', 'v', 'v', 'v']"
3465,toasten,toast,"['n', 'n', 'n', 'n', 'v', 'v']"
3466,opmerken,notice,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3467,bewapenen,arm,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
3468,transportwagen,transport cart,[]
3469,incasseren,collect,"['n', 'v', 'v', 'v', 'v', 'v', 's', 'r']"
3470,afslachten,butchering,"['n', 'v']"
3471,uitroeien,exterminate,"['v', 'v']"
3472,leeggieten,empty,"['n', 'v', 'v', 'v', 'v', 'v', 'a', 's', 's', 's']"
3473,overhangen,overhang,"['n', 'v', 'v']"
3474,aanrichten,cause,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
3475,kielhalen,keel pull,[]
3476,tapen,taping,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3477,stuksmijten,toss to pieces,[]
3478,meuren,meuren,[]
3479,keuren,approve,"['v', 'v']"
3480,ontladen,discharged,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
