,word,translation,meaning
744,vod,rag,"{'Noun': ['a small piece of cloth or paper', 'a week at British universities during which side-shows and processions of floats are organized to raise money for charities', 'music with a syncopated melody (usually for the piano', 'newspaper with half-size pages', 'a boisterous practical joke (especially by college students'], 'Verb': ['treat cruelly', 'cause annoyance in; disturb, especially by minor irritations', 'play in ragtime', 'harass with persistent criticism or carping', 'censure severely or angrily', 'break into lumps before sorting']}"
745,vol,full,"{'Noun': ['the time when the Moon is fully illuminated'], 'Verb': ['beat for the purpose of cleaning and thickening', 'make (a garment', 'increase in phase'], 'Adjective': ['containing as much or as many as is possible or normal', 'constituting the full quantity or extent; complete', 'complete in extent or degree and in every particular', 'filled to satisfaction with food or drink', '(of sound', 'having the normally expected amount', 'being at a peak or culminating point', 'having ample fabric'], 'Adverb': [""to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form""]}"
746,vos,fox,"{'Noun': ['alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs', 'a shifty deceptive person', 'the grey or reddish-brown fur of a fox', 'English statesman who supported American independence and the French Revolution (1749-1806', 'English religious leader who founded the Society of Friends (1624-1691', 'a member of an Algonquian people formerly living west of Lake Michigan along the Fox River', 'the Algonquian language of the Fox'], 'Verb': ['deceive somebody', 'be confusing or perplexing to; cause to be unable to think clearly', 'become discolored with, or as if with, mildew spots']}"
 747,vp,vp,
748,vu,vu,
749,vut,early retirement,
750,waf,waf,
751,wak,wak,
752,wal,shore,"{'Noun': ['the land along the edge of a body of water', 'a beam or timber that is propped against a structure to provide support'], 'Verb': ['serve as a shore to', 'arrive on shore', 'support by placing against something solid or rigid']}"
753,wam,wam,
754,wan,wan,"{'Noun': ['a computer network that spans a wider area than does a local area network'], 'Verb': ['become pale and sickly'], 'Adjective': ['(of light', 'or wan', 'abnormally deficient in color as suggesting physical or emotional distress', 'lacking vitality as from weariness or illness or unhappiness']}"
755,war,confused,"{'Verb': ['mistake one thing for another', 'be confusing or perplexing to; cause to be unable to think clearly', 'cause to feel embarrassment', 'assemble without order or sense', 'make unclear, indistinct, or blurred'], 'Adjective': ['perplexed by many conflicting situations or statements; filled with bewilderment', 'lacking orderly continuity', 'having lost your bearings; confused as to time or place or personal identity', 'thrown into a state of disarray or confusion', 'mentally confused; unable to think with clarity or act intelligently']}"
756,was,used to be,
757,wat,what,
758,wc,WC,
759,we,we,
760,web,web,"{'Noun': ['an intricate network suggesting something that was formed by weaving or interweaving', 'an intricate trap that entangles or ensnares its victim', 'the flattened weblike part of a feather consisting of a series of barbs on either side of the shaft', 'an interconnected system of things or people', 'computer network consisting of a collection of internet sites that offer text and graphics and sound and animation resources through the hypertext transfer protocol', 'a fabric (especially a fabric in the process of being woven', 'membrane connecting the toes of some aquatic birds and mammals'], 'Verb': ['construct or form a web, as if by weaving']}"
761,wed,wed,"{'Noun': ['the fourth day of the week; the third working day'], 'Verb': ['take in marriage', 'perform a marriage ceremony'], 'Adjective': ['having been taken in marriage']}"
762,wee,woe,"{'Noun': ['misery resulting from affliction', 'intense mournfulness']}"
763,weg,away,"{'Adjective': ['not present; having left', ""used of an opponent's ground"", '(of a baseball pitch', 'or wide'], 'Adverb': [""from a particular thing or place or position (`forth' is obsolete"", ""from one's possession"", ""out of the way (especially away from one's thoughts"", 'out of existence', 'at a distance in space or time', 'or away', 'or away', 'indicating continuing action; continuously or steadily', 'so as to be removed or gotten rid of', 'freely or at will', 'in or into a proper place (especially for storage or safekeeping', 'in a different direction', 'in reserve; not for immediate use']}"
764,wei,whey,"{'Noun': ['the serum or watery part of milk that is separated from the curd in making cheese', 'watery part of milk produced when raw milk sours and coagulates']}"
765,wel,well,"{'Noun': ['a deep hole or shaft dug or drilled to obtain water or oil or gas or brine', 'a cavity or vessel used to contain liquid', 'an abundant source', 'an open shaft through the floors of a building (as for a stairway', ""an enclosed compartment in a ship or plane for holding something as e.g. fish or a plane's landing gear or for protecting something as e.g. a ship's pumps""], 'Verb': ['come up, as of a liquid'], 'Adjective': ['in good health especially after having suffered illness or injury', 'resulting favorably', 'wise or advantageous and hence advisable'], 'Adverb': ['(often used as a combining form', ""`good' is a nonstandard dialectal variant for `well'"", 'thoroughly or completely; fully; often used as a combining form', 'indicating high probability; in all likelihood', '(used for emphasis or as an intensifier', 'to a suitable or appropriate extent or degree', 'favorably; with approval', 'to a great extent or degree', 'or substantially', 'with great or especially intimate knowledge', 'with prudence or propriety', 'with skill or in a pleasing manner', 'in a manner affording benefit or advantage', 'in financial comfort', 'without unusual distress or resentment; with good humor']}"
766,wen,wen,{'Noun': ['a common cyst of the skin; filled with fatty matter (sebum']}
767,wet,law,"{'Noun': ['the collection of rules imposed by authority', 'legal document setting forth rules governing a particular kind of activity', 'a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society', 'a generalization that describes recurring facts or events in nature', 'the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do', 'the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system', 'the force of policemen and officers']}"
768,wie,Who,{'Noun': ['a United Nations agency to coordinate international health activities and to help governments improve health services']}
769,wig,wedge,"{'Noun': ['any shape that is triangular in cross section', 'a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments', 'a diacritical mark (an inverted circumflex', 'such as the letter c', 'a heel that is an extension of the sole of the shoe', 'something solid that is usable as an inclined plane (shaped like a V', 'a block of wood used to prevent the sliding or rolling of a heavy object'], 'Verb': ['put, fix, force, or implant', 'squeeze like a wedge into a tight space']}"
770,wij,we,
771,wik,wik,
772,wil,want,"{'Noun': ['a state of extreme poverty', 'the state of needing something that is absent or unavailable', 'anything that is necessary but lacking', 'a specific feeling of desire'], 'Verb': ['feel or have a desire for; want strongly', 'have need of', 'hunt or look for; want for a particular reason', 'wish or demand the presence of', 'be without, lack; be deficient in']}"
773,wip,seesaw,"{'Noun': ['a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end'], 'Verb': ['ride on a plank', 'move up and down as if on a seesaw', 'move unsteadily, with a rocking motion']}"
774,wis,sure,"{'Adjective': ['having or feeling no doubt or uncertainty; confident and assured', 'or certain', 'exercising or taking care great enough to bring assurance', 'certain to occur; destined or inevitable', 'physically secure or dependable', 'reliable in operation or effect', '(of persons', 'or trusted', 'infallible or unfailing', 'or true', 'certain not to fail', 'impossible to doubt or dispute', 'or sure'], 'Adverb': [""definitely or positively (`sure' is sometimes used informally for `surely'""]}"
