index,word,translation,tag
102593,quito,quito,SPEC
102594,quis,quis,SPEC
102595,quark's,quark's,SPEC
102596,quarantalne,quarantalne,SPEC
102597,quaker_oats,quaker_oats,SPEC
102598,qpr,qpr,SPEC
102599,pz,pz,SPEC
102600,punto,punto,SPEC
102601,punische_oorlogen,punische_oorlogen,SPEC
102602,pullman,pullman,SPEC
102603,psu,psu,SPEC
102604,prospect_park,prospect_park,SPEC
102605,professor.,professor.,SPEC
102606,problem,problem,SPEC
102607,pro_deo,pro bono,SPEC
102608,pringles,pringles,SPEC
102609,principessa,principessa,SPEC
102610,premiËre-avond,premiere night,SPEC
102611,pravda,pravda,SPEC
102612,powerpuff,powerpuff,SPEC
102613,power_ranger,power_ranger,SPEC
102614,pouilly_fumÈ,pouilly_fumÈ,SPEC
102615,potter's_field,potter's_field,SPEC
102616,potjandu,potjandu,SPEC
102617,possible,possible,SPEC
102618,portsmoue,portsmoue,SPEC
102619,port_elizabeth,port_elizabeth,SPEC
102620,port_authority,port_authority,SPEC
102621,porsche_carrera,porsche_carrera,SPEC
102622,porche,porch,SPEC
102623,popov,popov,SPEC
102624,poortruimte,port space,SPEC
102625,pony_express,pony_express,SPEC
102626,pontiacs,Pontiacs,SPEC
102627,pontiac_firebird,pontiac_firebird,SPEC
102628,ponsonby,ponsonby,SPEC
102629,pompidou,pompidou,SPEC
102630,pom_pom,pom_pom,SPEC
102631,polk_street,polk_street,SPEC
102632,pokus,pocus,SPEC
102633,poisson,poisson,SPEC
102634,points,points,SPEC
102635,pointer_sisters,pointer_sisters,SPEC
102636,plath,plath,SPEC
102637,plate,plate,SPEC
102638,plastlsch_chlrurg,plastlsch_chlrurg,SPEC
102639,planes,planes,SPEC
102640,pitty,pitty,SPEC
102641,pipe,pipe,SPEC
102642,pioneers,pioneers,SPEC
102643,pine_street,pine_street,SPEC
102644,pima,pima,SPEC
102645,pillow,pillow,SPEC
102646,pikey,pikey,SPEC
102647,pigalle,pigalle,SPEC
102648,piers,piers,SPEC
102649,piero_della_francesca,piero_della_francesca,SPEC
102650,pictionary,pictionary,SPEC
102651,phish,phish,SPEC
102652,phineas,phineas,SPEC
102653,phil_rizzuto,phil_rizzuto,SPEC
102654,ph.,ph.,SPEC
102655,peter_cushing,peter_cushing,SPEC
102656,pete_bryden,pete_bryden,SPEC
102657,peta,peta,SPEC
102658,pet_shop_boys,pet_shop_boys,SPEC
102659,persen.,presses.,SPEC
102660,perestroika,perestroika,SPEC
102661,pensylvania,pensylvania,SPEC
102662,peloponnesische,Peloponnesian,SPEC
102663,pearsall,pearsall,SPEC
102664,pax_romana,pax_romana,SPEC
102665,pavilion,pavilion,SPEC
102666,patsy_cline,patsy_cline,SPEC
102667,patrick_ewing,patrick_ewing,SPEC
102668,patrice_serxner,patrice_serxner,SPEC
102669,path,path,SPEC
102670,pastucci's,Pastucci's,SPEC
102671,parton,parton,SPEC
102672,parsley,parsley,SPEC
102673,parlez,parlez,SPEC
102674,parle,parle,SPEC
102675,park_hotel,park_hotel,SPEC
102676,pardonnez,Pardonnez,SPEC
102677,parc_avenue,parc_avenue,SPEC
102678,paramus,paramus,SPEC
102679,pappy's,pappy's,SPEC
102680,paolo's,paolo's,SPEC
102681,panamezen,Panamanians,SPEC
102682,panamees,Panamanian,SPEC
102683,palos_verdes,palos_verdes,SPEC
102684,palels,palels,SPEC
102685,pain,pain,SPEC
102686,padres,padres,SPEC
102687,pacific_avenue,pacific_avenue,SPEC
102688,paaseiland,Easter Island,SPEC
102689,p.c.,p.c.,SPEC
102690,p._sawyer,p._sawyer,SPEC
102691,p._s.,p._s.,SPEC
102692,p&amp;o,P &amp; O,SPEC
102693,ow.,ow.,SPEC
102694,ovidius,ovidius,SPEC
102695,overcome,Overcome,SPEC
102696,oudheidkunde,archeology,SPEC
102697,oudgrieks,Old-Greek,SPEC
102698,oude_griekenland,oude_griekenland,SPEC
102699,oud-grieks,Old-Greek,SPEC
102700,osbourne,osbourne,SPEC
102701,ordinary,ordinary,SPEC
102702,opgelet.,attention.,SPEC
102703,operating,operating,SPEC
102704,opera.,opera.,SPEC
102705,oost-pruisen,East Prussia,SPEC
102706,oost-jeruzalem,East Jerusalem,SPEC
102707,oorlogsmuseum,war museum,SPEC
102708,onze_medaille,onze_medaille,SPEC
102709,onze-lieve-heer,our Lord,SPEC
102710,ontslag.,dismissal.,SPEC
102711,ono,ono,SPEC
102712,onderzeebootkapitein,submarine captain,SPEC
102713,ondergoed.,underwear.,SPEC
102714,omni,omni,SPEC
102715,omd,omd,SPEC
102716,omar_bradley,omar_bradley,SPEC
102717,oman,Oman,SPEC
102718,olympics,olympics,SPEC
102719,olsons,Olson's,SPEC
102720,ols,ols,SPEC
102721,olmstead,olmstead,SPEC
102722,ollie_north,ollie_north,SPEC
102723,oliver_north,oliver_north,SPEC
102724,olga's,olga's,SPEC
102725,olds,olds,SPEC
102726,old_mcdonald,old_mcdonald,SPEC
102727,okÈ._doei,okay bye,SPEC
102728,oj's,oj's,SPEC
102729,oise,oISE,SPEC
102730,ohio_staatsuniversiteit,ohio_staatsuniversiteit,SPEC
102731,offaly,offaly,SPEC
102732,oezbeken,Uzbeks,SPEC
102733,oekraine,Ukraine,SPEC
102734,oedipus_rex,oedipus_rex,SPEC
102735,oakmont,oakmont,SPEC
102736,oak_ridge,oak_ridge,SPEC
102737,o_richard,o_richard,SPEC
102738,o_christus,o_christus,SPEC
102739,o._o.,o._o.,SPEC
102740,o._j._simpson,o._j._simpson,SPEC
102741,nypd_blue,nypd_blue,SPEC
102742,nurnberg,nurnberg,SPEC
102743,nummer_25,nummer_25,SPEC
102744,nummer_20,nummer_20,SPEC
102745,nueva_york,nueva_york,SPEC
102746,nu_toe,nu_toe,SPEC
102747,nro,nro,SPEC
102748,nozzle,nozzle,SPEC
102749,nox,nox,SPEC
102750,novocain,Novocain,SPEC
102751,notorious_b.i.g.,notorious_b.i.g.,SPEC
102752,norville,norville,SPEC
102753,northwood,northwood,SPEC
102754,northern_boulevard,northern_boulevard,SPEC
102755,north_and_south_boek,north_and_south_boek,SPEC
102756,norah_jones,norah_jones,SPEC
102757,noord_londen,noord_londen,SPEC
102758,noord_koreanen,noord_koreanen,SPEC
102759,noord_californiÎ,noord_californiÎ,SPEC
102760,noord-oxford,north oxford,SPEC
102761,noord-mexico,North Mexico,SPEC
102762,noord-china,north china,SPEC
102763,nolan_ryan,nolan_ryan,SPEC
102764,noel_coward,noel_coward,SPEC
102765,no2,no2,SPEC
102766,nlet_openen,nlet_openen,SPEC
102767,nlet_betreden,nlet_betreden,SPEC
102768,ninhydrin,ninhydrin,SPEC
102769,niketown,Niketown,SPEC
102770,nijvel,nijvel,SPEC
102771,nijntje,miffy,SPEC
102772,nigerianen,nigerians,SPEC
102773,nieuwjaars,new year,SPEC
102774,nieuw.,new.,SPEC
102775,nicoles,nicoles,SPEC
102776,nicole_richie,nicole_richie,SPEC
102777,nicole_duncan,nicole_duncan,SPEC
102778,nickelodeon,nickelodeon,SPEC
102779,nicea,nicea,SPEC
102780,niagara-watervallen,Niagara falls,SPEC
102781,newyorks,New-York,SPEC
102782,newyorker,newyorker,SPEC
102783,newport_news,newport_news,SPEC
102784,new_scotland_yard,new_scotland_yard,SPEC
102785,new_foundland,Newfoundland,SPEC
102786,netherfield_park,netherfield_park,SPEC
102787,nescafÈ,NESCAFÉ,SPEC
102788,nero's,nero's,SPEC
102789,neela,neela,SPEC
102790,nazi-propaganda,Nazi propaganda,SPEC
102791,nate_archibald,nate_archibald,SPEC
102792,natalie_edreau,natalie_edreau,SPEC
102793,nasty,nasty,SPEC
102794,nashua,nashua,SPEC
102795,nash_bridges,nash_bridges,SPEC
102796,nasa's,nASA's,SPEC
102797,narvik,narvik,SPEC
102798,narita,narita,SPEC
102799,narcan,Narcan,SPEC
102800,naomi_campbell,naomi_campbell,SPEC
102801,names,names,SPEC
102802,nadine's,nadine's,SPEC
102803,nach,nach,SPEC
102804,n.r.a.,n.r.a.,SPEC
102805,n.a.a.c.p.,n.a.a.c.p.,SPEC
102806,mystery_machine,mystery_machine,SPEC
102807,myrna_loy,myrna_loy,SPEC
102808,mx,mx,SPEC
102809,mutti,mutti,SPEC
102810,musso's,musso's,SPEC
102811,musilla,musilla,SPEC
102812,museum_voor_moderne_kunst,museum_voor_moderne_kunst,SPEC
102813,munsters,munsters,SPEC
102814,muerte,muerte,SPEC
102815,mtv_awards,mtv_awards,SPEC
102816,ms_walsh,ms_walsh,SPEC
102817,ms_reimer,ms_reimer,SPEC
102818,ms_rand,ms_rand,SPEC
102819,ms_nash,ms_nash,SPEC
102820,ms._shelton,ms._shelton,SPEC
102821,ms._gordon,ms._gordon,SPEC
102822,mrs._newman,mrs._newman,SPEC
102823,mrblister,mrblister,SPEC
102824,mr_moss,mr_moss,SPEC
102825,mr_hodge,mr_hodge,SPEC
102826,mr._weir,mr._weir,SPEC
102827,mr._ward,mr._ward,SPEC
102828,mr._steve,mr._steve,SPEC
102829,mr._st_john,mr._st_john,SPEC
102830,mr._spencer,mr._spencer,SPEC
102831,mr._smythe,mr._smythe,SPEC
102832,mr._smeaton,mr._smeaton,SPEC
102833,mr._rico,mr._rico,SPEC
102834,mr._richard,mr._richard,SPEC
102835,mr._mckenzie,mr._mckenzie,SPEC
102836,mr._man,mr._man,SPEC
102837,mr._laurel,mr._laurel,SPEC
102838,mr._jonas,mr._jonas,SPEC
102839,mr._hauser,mr._hauser,SPEC
102840,mr._harold,mr._harold,SPEC
102841,mr._hamilton,mr._hamilton,SPEC
102842,mr._greenwald,mr._greenwald,SPEC
102843,mr._gray,mr._gray,SPEC
102844,mr._garcia,mr._garcia,SPEC
102845,mr._ellsworth,mr._ellsworth,SPEC
102846,mr._ed.,mr._ed.,SPEC
102847,mr._drake,mr._drake,SPEC
102848,mr._dick,mr._dick,SPEC
102849,mr._detweiler,mr._detweiler,SPEC
102850,mr._demille,mr._demille,SPEC
102851,mr._cochran,mr._cochran,SPEC
102852,mr._carlson,mr._carlson,SPEC
102853,mr._caldwell,mr._caldwell,SPEC
102854,mr._brandt,mr._brandt,SPEC
102855,mph,mph,SPEC
102856,moving,moving,SPEC
102857,mott,mott,SPEC
102858,moslimvrienden,Muslim friends,SPEC
102859,mortimers,Mortimers,SPEC
102860,mortal,mortal,SPEC
102861,morrisville,morrisville,SPEC
102862,morgantown,morgantown,SPEC
102863,morgan_fairchild,morgan_fairchild,SPEC
102864,moray,moray,SPEC
102865,moorhead,moorhead,SPEC
102866,montreux,montreux,SPEC
102867,monthly,monthly,SPEC
102868,montgomery's,montgomery's,SPEC
102869,monroe's,monroe's,SPEC
102870,monkeys,monkeys,SPEC
102871,moliÈre,Molière,SPEC
102872,moines,moines,SPEC
102873,moffet,moffet,SPEC
102874,moezel,Moselle,SPEC
102875,moerasmonster,moerasmonster,SPEC
102876,modesto_be,modesto_be,SPEC
102877,models,models,SPEC
102878,mls,mls,SPEC
102879,mlnuten_terug,mlnuten_terug,SPEC
102880,mljl,mljl,SPEC
102881,mitsubishi,mitsubishi,SPEC
102882,mitchel_loeb,mitchel_loeb,SPEC
102883,missing,missing,SPEC
102884,miss_tyler,miss_tyler,SPEC
102885,miss_torres,miss_torres,SPEC
102886,miss_susan,miss_susan,SPEC
102887,miss_roark,miss_roark,SPEC
102888,miss_rebecca,miss_rebecca,SPEC
102889,miss_rachel,miss_rachel,SPEC
102890,miss_porter,miss_porter,SPEC
102891,miss_olivia,miss_olivia,SPEC
102892,miss_nash,miss_nash,SPEC
102893,miss_morton,miss_morton,SPEC
102894,miss_maggie,miss_maggie,SPEC
102895,miss_lewis,miss_lewis,SPEC
102896,miss_kimberly,miss_kimberly,SPEC
102897,miss_coffo,miss_coffo,SPEC
102898,miss_charlotte,miss_charlotte,SPEC
102899,miss_bruce,miss_bruce,SPEC
102900,miss_bristow,miss_bristow,SPEC
102901,miss_amelia,miss_amelia,SPEC
102902,miss_alice,miss_alice,SPEC
102903,misfits,misfits,SPEC
102904,miserable,Miserable,SPEC
102905,minnie_mouse,minnie_mouse,SPEC
102906,minnie's,minnie's,SPEC
102907,minister.,minister.,SPEC
102908,mierda,mierda,SPEC
102909,midgets,midgets,SPEC
102910,middlesbrough,Middlesbrough,SPEC
102911,mickey_spillane,mickey_spillane,SPEC
102912,mick's,mick's,SPEC
102913,michiganmeer,michigan lake,SPEC
102914,michaelson,Michaelson,SPEC
102915,michael_smith,michael_smith,SPEC
102916,michael_johnson,michael_johnson,SPEC
102917,miami_politie,miami_politie,SPEC
102918,meyerbeer,meyerbeer,SPEC
102919,mesozoÔcum,mesozoÔcum,SPEC
102920,merv's,merv's,SPEC
102921,meridian,meridian,SPEC
102922,mercy's,mercy's,SPEC
102923,merc,merc,SPEC
102924,mendocino,mendocino,SPEC
102925,menace,Menace,SPEC
102926,memorial_ziekenhuis,memorial_ziekenhuis,SPEC
102927,mekka.,mecca.,SPEC
102928,meissen,meissen,SPEC
102929,meerzo,meerzo,SPEC
102930,medusa's,medusa's,SPEC
102931,medicare,medicare,SPEC
102932,mchugh,mcHugh,SPEC
102933,mcgee's,mcgee's,SPEC
102934,mcewan,mcewan,SPEC
102935,mcdrive,McDrive,SPEC
102936,mcdonnell,mcdonnell,SPEC
102937,mccaffrey,mccaffrey,SPEC
102938,maxy,maxy,SPEC
102939,maxwell_house,maxwell_house,SPEC
102940,maurizio,maurizio,SPEC
102941,mauritania,Mauritania,SPEC
102942,maurice_chevalier,maurice_chevalier,SPEC
102943,maureens,Maureens,SPEC
102944,maureen's,maureen's,SPEC
102945,matty's,matty's,SPEC
102946,matthieu,matthieu,SPEC
102947,matthew_ziegler,matthew_ziegler,SPEC
102948,matters,matters,SPEC
102949,matt_de,matt_de,SPEC
102950,mastroianni,Mastroianni,SPEC
102951,master's,master's,SPEC
102952,massacre,massacre,SPEC
102953,mass_spec,mass_spec,SPEC
102954,mason's,mason's,SPEC
102955,maslow,maslow,SPEC
102956,mask,mask,SPEC
102957,marties,marties,SPEC
102958,marquise,marquise,SPEC
102959,marmite,marmite,SPEC
102960,markiezin_der_engelen,markiezin_der_engelen,SPEC
102961,markam,Markam,SPEC
102962,mark_smithen,mark_smithen,SPEC
102963,mark_rubio,mark_rubio,SPEC
102964,mark_jackson,mark_jackson,SPEC
102965,marjolein,marjoram,SPEC
102966,mario_lanza,mario_lanza,SPEC
102967,marie_curie,marie_curie,SPEC
102968,marie_celeste,marie_celeste,SPEC
102969,marias,marias,SPEC
102970,margaritaville,margaritaville,SPEC
102971,marcy's,marcy's,SPEC
102972,marcus_alvarez,marcus_alvarez,SPEC
102973,marcel_lubbermans,marcel_lubbermans,SPEC
102974,marc's,marc's,SPEC
102975,marat,marat,SPEC
102976,maple_street,maple_street,SPEC
102977,manî,Mani,SPEC
102978,manzanar,manzanar,SPEC
102979,manus,manus,SPEC
102980,mantegna,mantegna,SPEC
102981,mansons,mansons,SPEC
102982,manchurian,manchurian,SPEC
102983,mamie_eisenhower,mamie_eisenhower,SPEC
102984,malcolm's,malcolm's,SPEC
102985,malaya,malaya,SPEC
102986,malakka,Malacca,SPEC
102987,makkelljk,makkelljk,SPEC
102988,makes,makes,SPEC
102989,magnums,magnums,SPEC
102990,magnificent_seven,magnificent_seven,SPEC
102991,maggie_tilton,maggie_tilton,SPEC
102992,maggie_thatcher,maggie_thatcher,SPEC
102993,maggie.,maggie.,SPEC
102994,mafkees.,freak.,SPEC
102995,made_in_usa,made_in_usa,SPEC
102996,mad.,mad.,SPEC
102997,machine_gun_kelly,machine_gun_kelly,SPEC
102998,macedonia,macedonia,SPEC
102999,macao,macao,SPEC
103000,maartje,maartje,SPEC
103001,m.c.,M.C.,SPEC
103002,m.a.w.,in other words,SPEC
103003,m._wyatt,m._wyatt,SPEC
103004,m'appelle,m'appelle,SPEC
103005,m&amp;ms,m &amp; ms,SPEC
103006,l¸beck,Lbeck,SPEC
103007,lys,lys,SPEC
103008,lynette's,lynette's,SPEC
103009,lyndons,Lyndon,SPEC
103010,luther.,luther.,SPEC
103011,lupita,lupita,SPEC
103012,lumina,lumens,SPEC
103013,lucy_en_olivia,lucy_en_olivia,SPEC
103014,lucy.,lucy.,SPEC
103015,luckman,Luckman,SPEC
103016,luciano_pavarotti,luciano_pavarotti,SPEC
103017,lucan,lucan,SPEC
103018,ltch,LTCH,SPEC
103019,lower,lower,SPEC
103020,loveboat,loveboat,SPEC
103021,loupe,loupe,SPEC
103022,loulsiana,loulsiana,SPEC
103023,louisiana_purchase,louisiana_purchase,SPEC
103024,louise's,louise's,SPEC
103025,louis_traff,louis_traff,SPEC
103026,louie's,Louie's,SPEC
103027,loughborough,loughborough,SPEC
103028,louella_parsons,louella_parsons,SPEC
103029,loud,loud,SPEC
103030,lou_filippo,lou_filippo,SPEC
103031,lothario,lothario,SPEC
103032,lorne's,lorne's,SPEC
103033,loretta's,loretta's,SPEC
103034,lord_chamberlain,lord_chamberlain,SPEC
103035,lorazepam,lorazepam,SPEC
103036,looks,looks,SPEC
103037,look_homeward,look_homeward,SPEC
103038,loni_anderson,loni_anderson,SPEC
103039,londo_mollari,londo_mollari,SPEC
103040,londenaar,Londoner,SPEC
103041,logisch.,logical.,SPEC
103042,lochness,lochness,SPEC
103043,lneni,lneni,SPEC
103044,llz,llz,SPEC
103045,lljn,lljn,SPEC
103046,lljkenhuls,lljkenhuls,SPEC
103047,llchaam,llchaam,SPEC
103048,lizzie's,lizzie's,SPEC
103049,livingston_dell,livingston_dell,SPEC
103050,little_house,little_house,SPEC
103051,lionel_kelsch,lionel_kelsch,SPEC
103052,linsey,linsey,SPEC
103053,lines,lines,SPEC
103054,linder,linder,SPEC
103055,lincoln_memorial,lincoln_memorial,SPEC
103056,limp_bizkit,limp_bizkit,SPEC
103057,limit,limit,SPEC
103058,lillian_hellman,lillian_hellman,SPEC
103059,lika,lika,SPEC
103060,lighthouse,lighthouse,SPEC
103061,lieve_maria,Dear Maria,SPEC
103062,lieve_johnny,lieve_johnny,SPEC
103063,licoln,Licoln,SPEC
103064,license,license,SPEC
103065,libanezen,Lebanese,SPEC
103066,lib,lib,SPEC
103067,levi's,levi's,SPEC
103068,lesters,esters,SPEC
103069,leslie_winkle,leslie_winkle,SPEC
103070,leonard_nimoy,leonard_nimoy,SPEC
103071,leonard_bernstein,leonard_bernstein,SPEC
103072,leo_mcgarry,leo_mcgarry,SPEC
103073,lena_horne,lena_horne,SPEC
103074,lemming,lemming,SPEC
103075,lelljk,lelljk,SPEC
103076,leibnitz,Leibnitz,SPEC
103077,lee_bailey,lee_bailey,SPEC
103078,ledger,ledger,SPEC
103079,lazy,lazy,SPEC
103080,lawyer,lawyer,SPEC
103081,lawrence_gordon,lawrence_gordon,SPEC
103082,lawrence.,lawrence.,SPEC
103083,latoya,latoya,SPEC
103084,latinoís,latinoís,SPEC
103085,latijns-amerikanen,latin-americans,SPEC
103086,lascaux,lascaux,SPEC
103087,larry_fleinhardt,larry_fleinhardt,SPEC
103088,larry_finkelstein,larry_finkelstein,SPEC
103089,larry_appleton,larry_appleton,SPEC
103090,laplace,laplace,SPEC
103091,lambeth,lambeth,SPEC
103092,lamas,lamas,SPEC
103093,lakeshore,lakeshore,SPEC
103094,laguna_beach,laguna_beach,SPEC
103095,lag.,lay.,SPEC
103096,lackey,lackey,SPEC
103097,laboratory,laboratory,SPEC
103098,la_plata,la_plata,SPEC
103099,la_petite,la_petite,SPEC
103100,l.a._vampieren,l.a._vampieren,SPEC
103101,kurt_vonnegut,kurt_vonnegut,SPEC
103102,kurt's,kurt's,SPEC
103103,krltiek,krltiek,SPEC
103104,kringle,kringle,SPEC
103105,krekels.,Crickets.,SPEC
103106,kram,staple,SPEC
103107,krabnevel,crab nebula,SPEC
103108,korinthiÎrs,korinthiÎrs,SPEC
103109,koninklijke_hoogheden,koninklijke_hoogheden,SPEC
103110,koninklijke_garde,koninklijke_garde,SPEC
103111,komp,komp,SPEC
103112,komop.,come on.,SPEC
103113,komaan_harry,komaan_harry,SPEC
103114,kolonel_john_sheppard,kolonel_john_sheppard,SPEC
103115,kofi_annan,kofi_annan,SPEC
103116,kobbe,kobbe,SPEC
103117,know-how,know-how,SPEC
103118,knossos,knossos,SPEC
103119,km≤,km≤,SPEC
103120,klm,klm,SPEC
103121,klineholtz,kline holtz,SPEC
103122,kleine_mary,kleine_mary,SPEC
103123,klein_ltaliÎ,klein_ltaliÎ,SPEC
103124,klausen,klausen,SPEC
103125,klaar_bent,klaar_bent,SPEC
103126,kitty_montgomery,kitty_montgomery,SPEC
103127,kitty_hawk,kitty_hawk,SPEC
103128,kira_nerys,kira_nerys,SPEC
103129,kioto,kioto,SPEC
103130,kinko's,kinko's,SPEC
103131,kings_cross,kings_cross,SPEC
103132,king_street,king_street,SPEC
103133,kimchi,Kimchi,SPEC
103134,kim_novak,kim_novak,SPEC
103135,kim_basinger,kim_basinger,SPEC
103136,kills,kills,SPEC
103137,kildare,kildare,SPEC
103138,kiernan,Kiernan,SPEC
103139,khe_sanh,khe_sanh,SPEC
103140,khaddafi,khaddafi,SPEC
103141,kevin_haightly,kevin_haightly,SPEC
103142,kerry's,kerry's,SPEC
103143,kennedys,kennedys,SPEC
103144,kemo_sabe,kemo_sabe,SPEC
103145,kelly.,kelly.,SPEC
103146,keith_moon,keith_moon,SPEC
103147,keeping,keeping,SPEC
103148,kbla,kbla,SPEC
103149,kato_kaelin,kato_kaelin,SPEC
103150,katieís,katieís,SPEC
103151,katherine_hepburn,katherine_hepburn,SPEC
103152,kasparov,Kasparov,SPEC
103153,karl_malden,karl_malden,SPEC
103154,karen_hardy,karen_hardy,SPEC
103155,kareltje538,kareltje538,SPEC
103156,kapitan,kapitan,SPEC
103157,kansas.,Kansas.,SPEC
103158,kamp_pendleton,kamp_pendleton,SPEC
103159,kamer_7,kamer_7,SPEC
103160,kamby_bolongo,kamby_bolongo,SPEC
103161,kalashnikovs,Kalashnikovs,SPEC
103162,kaito's,kaito's,SPEC
103163,justitie_alberto_garza,justitie_alberto_garza,SPEC
103164,justitia,justitia,SPEC
103165,jumperhangar,jumper hangar,SPEC
103166,jul.,Jul.,SPEC
103167,juans,juans,SPEC
103168,jpl,jPL,SPEC
103169,jove,jove,SPEC
103170,joss_morgan,joss_morgan,SPEC
103171,joshua_tree,joshua_tree,SPEC
103172,joshua's,joshua's,SPEC
103173,josh.,josh.,SPEC
103174,josephine_baker,josephine_baker,SPEC
103175,joseph_stalin,joseph_stalin,SPEC
103176,joseph_green,joseph_green,SPEC
103177,josef_stalin,josef_stalin,SPEC
103178,jopie,jopie,SPEC
103179,jones_beach,jones_beach,SPEC
103180,jones'groep,jones'groep,SPEC
103181,jonathan's,jonathan's,SPEC
103182,jonah_prowse,jonah_prowse,SPEC
103183,johnny_unitas,johnny_unitas,SPEC
103184,johnny_morris,johnny_morris,SPEC
103185,johnny_miller,johnny_miller,SPEC
103186,johnny.,Johnny.,SPEC
103187,john_simpson,john_simpson,SPEC
103188,john_q.,john_q.,SPEC
103189,john_lee_hooker,john_lee_hooker,SPEC
103190,john_junior,john_junior,SPEC
103191,john_jay,john_jay,SPEC
103192,john_jacob_astor,john_jacob_astor,SPEC
